"StateFIPS","State","Year","Value","Data Comment","Number of CWS",,"Concentration"
"06","California","2020","60%","","937",,"Concentration: (0-<=10)"
"06","California","2020","4%","","58",,"Concentration: (>10)"
"06","California","2020","37%","","574",,"Concentration: (not-detected)"
"06","California","2021","65%","","910",,"Concentration: (0-<=10)"
"06","California","2021","6%","","84",,"Concentration: (>10)"
"06","California","2021","29%","","401",,"Concentration: (not-detected)"
"06","California","2022","60%","","812",,"Concentration: (0-<=10)"
"06","California","2022","6%","","74",,"Concentration: (>10)"
"06","California","2022","34%","","458",,"Concentration: (not-detected)"
"06","California","2023","63%","","1,516",,"Concentration: (0-<=10)"
"06","California","2023","8%","","194",,"Concentration: (>10)"
"06","California","2023","29%","","690",,"Concentration: (not-detected)"
"08","Colorado","1999","82%","","160",,"Concentration: (0-<=10)"
"08","Colorado","1999","4%","","7",,"Concentration: (>10)"
"08","Colorado","1999","14%","","28",,"Concentration: (not-detected)"
"08","Colorado","2000","80%","","180",,"Concentration: (0-<=10)"
"08","Colorado","2000","2%","","5",,"Concentration: (>10)"
"08","Colorado","2000","17%","","39",,"Concentration: (not-detected)"
"08","Colorado","2001","85%","","197",,"Concentration: (0-<=10)"
"08","Colorado","2001","2%","","4",,"Concentration: (>10)"
"08","Colorado","2001","14%","","32",,"Concentration: (not-detected)"
"08","Colorado","2002","69%","","478",,"Concentration: (0-<=10)"
"08","Colorado","2002","1%","","9",,"Concentration: (>10)"
"08","Colorado","2002","30%","","206",,"Concentration: (not-detected)"
"08","Colorado","2003","66%","","431",,"Concentration: (0-<=10)"
"08","Colorado","2003","1%","","8",,"Concentration: (>10)"
"08","Colorado","2003","33%","","214",,"Concentration: (not-detected)"
"08","Colorado","2004","71%","","473",,"Concentration: (0-<=10)"
"08","Colorado","2004","1%","","7",,"Concentration: (>10)"
"08","Colorado","2004","28%","","186",,"Concentration: (not-detected)"
"08","Colorado","2005","73%","","495",,"Concentration: (0-<=10)"
"08","Colorado","2005","1%","","4",,"Concentration: (>10)"
"08","Colorado","2005","26%","","177",,"Concentration: (not-detected)"
"08","Colorado","2006","74%","","518",,"Concentration: (0-<=10)"
"08","Colorado","2006","0%","","3",,"Concentration: (>10)"
"08","Colorado","2006","25%","","177",,"Concentration: (not-detected)"
"08","Colorado","2007","80%","","550",,"Concentration: (0-<=10)"
"08","Colorado","2007","0%","","3",,"Concentration: (>10)"
"08","Colorado","2007","19%","","132",,"Concentration: (not-detected)"
"08","Colorado","2008","82%","","575",,"Concentration: (0-<=10)"
"08","Colorado","2008","1%","","5",,"Concentration: (>10)"
"08","Colorado","2008","18%","","124",,"Concentration: (not-detected)"
"08","Colorado","2009","81%","","571",,"Concentration: (0-<=10)"
"08","Colorado","2009","1%","","5",,"Concentration: (>10)"
"08","Colorado","2009","18%","","125",,"Concentration: (not-detected)"
"08","Colorado","2010","81%","","585",,"Concentration: (0-<=10)"
"08","Colorado","2010","1%","","10",,"Concentration: (>10)"
"08","Colorado","2010","17%","","124",,"Concentration: (not-detected)"
"08","Colorado","2011","82%","","585",,"Concentration: (0-<=10)"
"08","Colorado","2011","1%","","6",,"Concentration: (>10)"
"08","Colorado","2011","17%","","121",,"Concentration: (not-detected)"
"08","Colorado","2012","82%","","573",,"Concentration: (0-<=10)"
"08","Colorado","2012","0%","","3",,"Concentration: (>10)"
"08","Colorado","2012","18%","","126",,"Concentration: (not-detected)"
"08","Colorado","2013","79%","","558",,"Concentration: (0-<=10)"
"08","Colorado","2013","1%","","7",,"Concentration: (>10)"
"08","Colorado","2013","20%","","142",,"Concentration: (not-detected)"
"08","Colorado","2014","80%","","568",,"Concentration: (0-<=10)"
"08","Colorado","2014","1%","","6",,"Concentration: (>10)"
"08","Colorado","2014","19%","","135",,"Concentration: (not-detected)"
"08","Colorado","2015","76%","","541",,"Concentration: (0-<=10)"
"08","Colorado","2015","1%","","10",,"Concentration: (>10)"
"08","Colorado","2015","23%","","161",,"Concentration: (not-detected)"
"08","Colorado","2016","78%","","555",,"Concentration: (0-<=10)"
"08","Colorado","2016","1%","","8",,"Concentration: (>10)"
"08","Colorado","2016","20%","","145",,"Concentration: (not-detected)"
"08","Colorado","2017","76%","","539",,"Concentration: (0-<=10)"
"08","Colorado","2017","1%","","7",,"Concentration: (>10)"
"08","Colorado","2017","23%","","159",,"Concentration: (not-detected)"
"08","Colorado","2018","73%","","508",,"Concentration: (0-<=10)"
"08","Colorado","2018","1%","","7",,"Concentration: (>10)"
"08","Colorado","2018","26%","","184",,"Concentration: (not-detected)"
"08","Colorado","2019","78%","","551",,"Concentration: (0-<=10)"
"08","Colorado","2019","1%","","6",,"Concentration: (>10)"
"08","Colorado","2019","22%","","154",,"Concentration: (not-detected)"
"08","Colorado","2020","74%","","531",,"Concentration: (0-<=10)"
"08","Colorado","2020","1%","","6",,"Concentration: (>10)"
"08","Colorado","2020","25%","","183",,"Concentration: (not-detected)"
"08","Colorado","2021","74%","","541",,"Concentration: (0-<=10)"
"08","Colorado","2021","0%","","2",,"Concentration: (>10)"
"08","Colorado","2021","26%","","187",,"Concentration: (not-detected)"
"08","Colorado","2022","72%","","526",,"Concentration: (0-<=10)"
"08","Colorado","2022","1%","","5",,"Concentration: (>10)"
"08","Colorado","2022","28%","","202",,"Concentration: (not-detected)"
"08","Colorado","2023","73%","","537",,"Concentration: (0-<=10)"
"08","Colorado","2023","0%","","3",,"Concentration: (>10)"
"08","Colorado","2023","27%","","195",,"Concentration: (not-detected)"
"09","Connecticut","2000","42%","","5",,"Concentration: (0-<=10)"
"09","Connecticut","2000","0%","","0",,"Concentration: (>10)"
"09","Connecticut","2000","58%","","7",,"Concentration: (not-detected)"
"09","Connecticut","2001","83%","","5",,"Concentration: (0-<=10)"
"09","Connecticut","2001","0%","","0",,"Concentration: (>10)"
"09","Connecticut","2001","17%","","1",,"Concentration: (not-detected)"
"09","Connecticut","2002","80%","","382",,"Concentration: (0-<=10)"
"09","Connecticut","2002","0%","","0",,"Concentration: (>10)"
"09","Connecticut","2002","20%","","95",,"Concentration: (not-detected)"
"09","Connecticut","2003","80%","","386",,"Concentration: (0-<=10)"
"09","Connecticut","2003","0%","","1",,"Concentration: (>10)"
"09","Connecticut","2003","19%","","93",,"Concentration: (not-detected)"
"09","Connecticut","2004","78%","","389",,"Concentration: (0-<=10)"
"09","Connecticut","2004","0%","","1",,"Concentration: (>10)"
"09","Connecticut","2004","22%","","111",,"Concentration: (not-detected)"
"09","Connecticut","2005","77%","","388",,"Concentration: (0-<=10)"
"09","Connecticut","2005","0%","","0",,"Concentration: (>10)"
"09","Connecticut","2005","23%","","116",,"Concentration: (not-detected)"
"09","Connecticut","2006","81%","","408",,"Concentration: (0-<=10)"
"09","Connecticut","2006","0%","","0",,"Concentration: (>10)"
"09","Connecticut","2006","19%","","96",,"Concentration: (not-detected)"
"09","Connecticut","2007","81%","","415",,"Concentration: (0-<=10)"
"09","Connecticut","2007","0%","","0",,"Concentration: (>10)"
"09","Connecticut","2007","19%","","96",,"Concentration: (not-detected)"
"09","Connecticut","2008","85%","","435",,"Concentration: (0-<=10)"
"09","Connecticut","2008","0%","","0",,"Concentration: (>10)"
"09","Connecticut","2008","15%","","76",,"Concentration: (not-detected)"
"09","Connecticut","2009","85%","","439",,"Concentration: (0-<=10)"
"09","Connecticut","2009","0%","","0",,"Concentration: (>10)"
"09","Connecticut","2009","15%","","80",,"Concentration: (not-detected)"
"09","Connecticut","2010","86%","","446",,"Concentration: (0-<=10)"
"09","Connecticut","2010","0%","","2",,"Concentration: (>10)"
"09","Connecticut","2010","13%","","68",,"Concentration: (not-detected)"
"09","Connecticut","2011","83%","","430",,"Concentration: (0-<=10)"
"09","Connecticut","2011","0%","","1",,"Concentration: (>10)"
"09","Connecticut","2011","17%","","87",,"Concentration: (not-detected)"
"09","Connecticut","2012","82%","","424",,"Concentration: (0-<=10)"
"09","Connecticut","2012","0%","","1",,"Concentration: (>10)"
"09","Connecticut","2012","18%","","94",,"Concentration: (not-detected)"
"09","Connecticut","2013","82%","","419",,"Concentration: (0-<=10)"
"09","Connecticut","2013","1%","","4",,"Concentration: (>10)"
"09","Connecticut","2013","17%","","85",,"Concentration: (not-detected)"
"09","Connecticut","2014","83%","","410",,"Concentration: (0-<=10)"
"09","Connecticut","2014","0%","","1",,"Concentration: (>10)"
"09","Connecticut","2014","17%","","84",,"Concentration: (not-detected)"
"09","Connecticut","2015","80%","","385",,"Concentration: (0-<=10)"
"09","Connecticut","2015","0%","","0",,"Concentration: (>10)"
"09","Connecticut","2015","20%","","97",,"Concentration: (not-detected)"
"09","Connecticut","2016","83%","","395",,"Concentration: (0-<=10)"
"09","Connecticut","2016","0%","","0",,"Concentration: (>10)"
"09","Connecticut","2016","17%","","80",,"Concentration: (not-detected)"
"09","Connecticut","2017","90%","","347",,"Concentration: (0-<=10)"
"09","Connecticut","2017","1%","","2",,"Concentration: (>10)"
"09","Connecticut","2017","10%","","38",,"Concentration: (not-detected)"
"09","Connecticut","2018","91%","","344",,"Concentration: (0-<=10)"
"09","Connecticut","2018","1%","","2",,"Concentration: (>10)"
"09","Connecticut","2018","9%","","33",,"Concentration: (not-detected)"
"09","Connecticut","2019","91%","","344",,"Concentration: (0-<=10)"
"09","Connecticut","2019","0%","","1",,"Concentration: (>10)"
"09","Connecticut","2019","8%","","31",,"Concentration: (not-detected)"
"09","Connecticut","2020","90%","","333",,"Concentration: (0-<=10)"
"09","Connecticut","2020","1%","","2",,"Concentration: (>10)"
"09","Connecticut","2020","9%","","34",,"Concentration: (not-detected)"
"09","Connecticut","2021","92%","","338",,"Concentration: (0-<=10)"
"09","Connecticut","2021","1%","","2",,"Concentration: (>10)"
"09","Connecticut","2021","8%","","28",,"Concentration: (not-detected)"
"09","Connecticut","2023","88%","","319",,"Concentration: (0-<=10)"
"09","Connecticut","2023","1%","","2",,"Concentration: (>10)"
"09","Connecticut","2023","11%","","41",,"Concentration: (not-detected)"
"10","Delaware","2004","51%","","95",,"Concentration: (0-<=10)"
"10","Delaware","2004","1%","","1",,"Concentration: (>10)"
"10","Delaware","2004","49%","","91",,"Concentration: (not-detected)"
"10","Delaware","2005","55%","","101",,"Concentration: (0-<=10)"
"10","Delaware","2005","4%","","7",,"Concentration: (>10)"
"10","Delaware","2005","42%","","77",,"Concentration: (not-detected)"
"10","Delaware","2006","52%","","96",,"Concentration: (0-<=10)"
"10","Delaware","2006","3%","","5",,"Concentration: (>10)"
"10","Delaware","2006","45%","","83",,"Concentration: (not-detected)"
"10","Delaware","2007","53%","","100",,"Concentration: (0-<=10)"
"10","Delaware","2007","2%","","3",,"Concentration: (>10)"
"10","Delaware","2007","45%","","84",,"Concentration: (not-detected)"
"10","Delaware","2008","57%","","107",,"Concentration: (0-<=10)"
"10","Delaware","2008","2%","","4",,"Concentration: (>10)"
"10","Delaware","2008","41%","","77",,"Concentration: (not-detected)"
"10","Delaware","2009","49%","","93",,"Concentration: (0-<=10)"
"10","Delaware","2009","3%","","5",,"Concentration: (>10)"
"10","Delaware","2009","48%","","90",,"Concentration: (not-detected)"
"10","Delaware","2010","49%","","92",,"Concentration: (0-<=10)"
"10","Delaware","2010","5%","","9",,"Concentration: (>10)"
"10","Delaware","2010","46%","","86",,"Concentration: (not-detected)"
"10","Delaware","2011","47%","","92",,"Concentration: (0-<=10)"
"10","Delaware","2011","3%","","6",,"Concentration: (>10)"
"10","Delaware","2011","49%","","96",,"Concentration: (not-detected)"
"10","Delaware","2012","45%","","87",,"Concentration: (0-<=10)"
"10","Delaware","2012","3%","","6",,"Concentration: (>10)"
"10","Delaware","2012","52%","","100",,"Concentration: (not-detected)"
"10","Delaware","2013","46%","","88",,"Concentration: (0-<=10)"
"10","Delaware","2013","4%","","8",,"Concentration: (>10)"
"10","Delaware","2013","50%","","95",,"Concentration: (not-detected)"
"10","Delaware","2014","48%","","95",,"Concentration: (0-<=10)"
"10","Delaware","2014","3%","","6",,"Concentration: (>10)"
"10","Delaware","2014","48%","","95",,"Concentration: (not-detected)"
"10","Delaware","2015","48%","","94",,"Concentration: (0-<=10)"
"10","Delaware","2015","4%","","7",,"Concentration: (>10)"
"10","Delaware","2015","49%","","96",,"Concentration: (not-detected)"
"10","Delaware","2016","49%","","97",,"Concentration: (0-<=10)"
"10","Delaware","2016","2%","","3",,"Concentration: (>10)"
"10","Delaware","2016","49%","","98",,"Concentration: (not-detected)"
"10","Delaware","2017","49%","","98",,"Concentration: (0-<=10)"
"10","Delaware","2017","3%","","7",,"Concentration: (>10)"
"10","Delaware","2017","48%","","97",,"Concentration: (not-detected)"
"10","Delaware","2018","46%","","92",,"Concentration: (0-<=10)"
"10","Delaware","2018","4%","","7",,"Concentration: (>10)"
"10","Delaware","2018","50%","","100",,"Concentration: (not-detected)"
"10","Delaware","2019","48%","","96",,"Concentration: (0-<=10)"
"10","Delaware","2019","2%","","4",,"Concentration: (>10)"
"10","Delaware","2019","50%","","100",,"Concentration: (not-detected)"
"10","Delaware","2020","46%","","91",,"Concentration: (0-<=10)"
"10","Delaware","2020","2%","","3",,"Concentration: (>10)"
"10","Delaware","2020","52%","","102",,"Concentration: (not-detected)"
"10","Delaware","2021","48%","","92",,"Concentration: (0-<=10)"
"10","Delaware","2021","1%","","2",,"Concentration: (>10)"
"10","Delaware","2021","51%","","99",,"Concentration: (not-detected)"
"10","Delaware","2022","45%","","88",,"Concentration: (0-<=10)"
"10","Delaware","2022","3%","","5",,"Concentration: (>10)"
"10","Delaware","2022","52%","","102",,"Concentration: (not-detected)"
"10","Delaware","2023","46%","","88",,"Concentration: (0-<=10)"
"10","Delaware","2023","5%","","9",,"Concentration: (>10)"
"10","Delaware","2023","49%","","94",,"Concentration: (not-detected)"
"12","Florida","1999","63%","","1,156",,"Concentration: (0-<=10)"
"12","Florida","1999","0%","","2",,"Concentration: (>10)"
"12","Florida","1999","37%","","685",,"Concentration: (not-detected)"
"12","Florida","2000","59%","","1,078",,"Concentration: (0-<=10)"
"12","Florida","2000","0%","","7",,"Concentration: (>10)"
"12","Florida","2000","40%","","732",,"Concentration: (not-detected)"
"12","Florida","2001","61%","","1,072",,"Concentration: (0-<=10)"
"12","Florida","2001","0%","","1",,"Concentration: (>10)"
"12","Florida","2001","39%","","698",,"Concentration: (not-detected)"
"12","Florida","2002","59%","","1,045",,"Concentration: (0-<=10)"
"12","Florida","2002","0%","","5",,"Concentration: (>10)"
"12","Florida","2002","40%","","710",,"Concentration: (not-detected)"
"12","Florida","2003","60%","","1,029",,"Concentration: (0-<=10)"
"12","Florida","2003","0%","","3",,"Concentration: (>10)"
"12","Florida","2003","39%","","672",,"Concentration: (not-detected)"
"12","Florida","2004","60%","","1,015",,"Concentration: (0-<=10)"
"12","Florida","2004","0%","","4",,"Concentration: (>10)"
"12","Florida","2004","40%","","682",,"Concentration: (not-detected)"
"12","Florida","2005","61%","","1,029",,"Concentration: (0-<=10)"
"12","Florida","2005","0%","","4",,"Concentration: (>10)"
"12","Florida","2005","39%","","659",,"Concentration: (not-detected)"
"12","Florida","2006","68%","","1,137",,"Concentration: (0-<=10)"
"12","Florida","2006","0%","","8",,"Concentration: (>10)"
"12","Florida","2006","31%","","521",,"Concentration: (not-detected)"
"12","Florida","2007","58%","","928",,"Concentration: (0-<=10)"
"12","Florida","2007","0%","","3",,"Concentration: (>10)"
"12","Florida","2007","42%","","682",,"Concentration: (not-detected)"
"12","Florida","2008","63%","","1,002",,"Concentration: (0-<=10)"
"12","Florida","2008","0%","","3",,"Concentration: (>10)"
"12","Florida","2008","37%","","592",,"Concentration: (not-detected)"
"12","Florida","2009","64%","","1,020",,"Concentration: (0-<=10)"
"12","Florida","2009","0%","","4",,"Concentration: (>10)"
"12","Florida","2009","35%","","561",,"Concentration: (not-detected)"
"12","Florida","2010","59%","","911",,"Concentration: (0-<=10)"
"12","Florida","2010","0%","","2",,"Concentration: (>10)"
"12","Florida","2010","41%","","632",,"Concentration: (not-detected)"
"12","Florida","2011","60%","","920",,"Concentration: (0-<=10)"
"12","Florida","2011","0%","","3",,"Concentration: (>10)"
"12","Florida","2011","40%","","621",,"Concentration: (not-detected)"
"12","Florida","2012","67%","","1,017",,"Concentration: (0-<=10)"
"12","Florida","2012","0%","","4",,"Concentration: (>10)"
"12","Florida","2012","33%","","507",,"Concentration: (not-detected)"
"12","Florida","2013","61%","","921",,"Concentration: (0-<=10)"
"12","Florida","2013","0%","","4",,"Concentration: (>10)"
"12","Florida","2013","39%","","584",,"Concentration: (not-detected)"
"12","Florida","2014","58%","","884",,"Concentration: (0-<=10)"
"12","Florida","2014","0%","","1",,"Concentration: (>10)"
"12","Florida","2014","41%","","627",,"Concentration: (not-detected)"
"12","Florida","2015","61%","","902",,"Concentration: (0-<=10)"
"12","Florida","2015","0%","","1",,"Concentration: (>10)"
"12","Florida","2015","39%","","583",,"Concentration: (not-detected)"
"12","Florida","2016","58%","","856",,"Concentration: (0-<=10)"
"12","Florida","2016","0%","","0",,"Concentration: (>10)"
"12","Florida","2016","42%","","611",,"Concentration: (not-detected)"
"12","Florida","2017","56%","","816",,"Concentration: (0-<=10)"
"12","Florida","2017","0%","","0",,"Concentration: (>10)"
"12","Florida","2017","44%","","650",,"Concentration: (not-detected)"
"12","Florida","2018","56%","","813",,"Concentration: (0-<=10)"
"12","Florida","2018","0%","","1",,"Concentration: (>10)"
"12","Florida","2018","43%","","626",,"Concentration: (not-detected)"
"12","Florida","2019","57%","","823",,"Concentration: (0-<=10)"
"12","Florida","2019","0%","","1",,"Concentration: (>10)"
"12","Florida","2019","43%","","614",,"Concentration: (not-detected)"
"12","Florida","2020","58%","","833",,"Concentration: (0-<=10)"
"12","Florida","2020","0%","","1",,"Concentration: (>10)"
"12","Florida","2020","42%","","609",,"Concentration: (not-detected)"
"12","Florida","2021","57%","","809",,"Concentration: (0-<=10)"
"12","Florida","2021","0%","","1",,"Concentration: (>10)"
"12","Florida","2021","43%","","611",,"Concentration: (not-detected)"
"12","Florida","2022","56%","","773",,"Concentration: (0-<=10)"
"12","Florida","2022","0%","","3",,"Concentration: (>10)"
"12","Florida","2022","44%","","616",,"Concentration: (not-detected)"
"12","Florida","2023","58%","","819",,"Concentration: (0-<=10)"
"12","Florida","2023","0%","","1",,"Concentration: (>10)"
"12","Florida","2023","42%","","587",,"Concentration: (not-detected)"
"18","Indiana","2022","42%","","257",,"Concentration: (0-<=10)"
"18","Indiana","2022","0%","","2",,"Concentration: (>10)"
"18","Indiana","2022","57%","","346",,"Concentration: (not-detected)"
"18","Indiana","2023","45%","","280",,"Concentration: (0-<=10)"
"18","Indiana","2023","0%","","2",,"Concentration: (>10)"
"18","Indiana","2023","54%","","334",,"Concentration: (not-detected)"
"19","Iowa","1999","53%","","508",,"Concentration: (0-<=10)"
"19","Iowa","1999","3%","","26",,"Concentration: (>10)"
"19","Iowa","1999","45%","","430",,"Concentration: (not-detected)"
"19","Iowa","2000","52%","","498",,"Concentration: (0-<=10)"
"19","Iowa","2000","2%","","18",,"Concentration: (>10)"
"19","Iowa","2000","46%","","448",,"Concentration: (not-detected)"
"19","Iowa","2001","52%","","501",,"Concentration: (0-<=10)"
"19","Iowa","2001","1%","","14",,"Concentration: (>10)"
"19","Iowa","2001","46%","","442",,"Concentration: (not-detected)"
"19","Iowa","2002","51%","","479",,"Concentration: (0-<=10)"
"19","Iowa","2002","2%","","15",,"Concentration: (>10)"
"19","Iowa","2002","48%","","447",,"Concentration: (not-detected)"
"19","Iowa","2003","49%","","457",,"Concentration: (0-<=10)"
"19","Iowa","2003","1%","","13",,"Concentration: (>10)"
"19","Iowa","2003","50%","","462",,"Concentration: (not-detected)"
"19","Iowa","2004","53%","","497",,"Concentration: (0-<=10)"
"19","Iowa","2004","1%","","12",,"Concentration: (>10)"
"19","Iowa","2004","46%","","425",,"Concentration: (not-detected)"
"19","Iowa","2005","49%","","454",,"Concentration: (0-<=10)"
"19","Iowa","2005","2%","","14",,"Concentration: (>10)"
"19","Iowa","2005","50%","","459",,"Concentration: (not-detected)"
"19","Iowa","2006","51%","","466",,"Concentration: (0-<=10)"
"19","Iowa","2006","1%","","12",,"Concentration: (>10)"
"19","Iowa","2006","48%","","442",,"Concentration: (not-detected)"
"19","Iowa","2007","50%","","451",,"Concentration: (0-<=10)"
"19","Iowa","2007","2%","","14",,"Concentration: (>10)"
"19","Iowa","2007","49%","","443",,"Concentration: (not-detected)"
"19","Iowa","2008","49%","","439",,"Concentration: (0-<=10)"
"19","Iowa","2008","2%","","14",,"Concentration: (>10)"
"19","Iowa","2008","50%","","452",,"Concentration: (not-detected)"
"19","Iowa","2009","50%","","452",,"Concentration: (0-<=10)"
