"StateFIPS","State","Year","Value","Data Comment",
"45","South Carolina","2020","6.4%","",
"46","South Dakota","2010","3.2%","",
"46","South Dakota","2015","3.9%","",
"46","South Dakota","2020","4.1%","",
"47","Tennessee","2010","3.0%","",
"47","Tennessee","2015","6.8%","",
"47","Tennessee","2020","7.0%","",
"48","Texas","2010","4.3%","",
"48","Texas","2015","5.5%","",
"48","Texas","2020","5.6%","",
"49","Utah","2010","3.7%","",
"49","Utah","2015","5.5%","",
"49","Utah","2020","6.3%","",
"50","Vermont","2010","3.2%","",
"50","Vermont","2015","5.7%","",
"50","Vermont","2020","6.6%","",
"51","Virginia","2010","4.0%","",
"51","Virginia","2015","8.8%","",
"51","Virginia","2020","9.3%","",
"53","Washington","2010","3.6%","",
"53","Washington","2015","4.4%","",
"53","Washington","2020","4.8%","",
"54","West Virginia","2010","2.8%","",
"54","West Virginia","2015","5.9%","",
"54","West Virginia","2020","6.9%","",
"55","Wisconsin","2010","2.5%","",
"55","Wisconsin","2015","4.5%","",
"55","Wisconsin","2020","4.5%","",
"56","Wyoming","2010","3.9%","",
"56","Wyoming","2015","5.7%","",
"56","Wyoming","2020","6.0%","",
