"StateFIPS","State","Year","Value","Data Comment","Number of CWS",,"Concentration"
"12","Florida","2012","12%","","177",,"Concentration: (not-detected)"
"12","Florida","2013","85%","","626",,"Concentration: (0-<=60)"
"12","Florida","2013","9%","","67",,"Concentration: (>60)"
"12","Florida","2013","6%","","42",,"Concentration: (not-detected)"
"12","Florida","2014","81%","","1,336",,"Concentration: (0-<=60)"
"12","Florida","2014","4%","","66",,"Concentration: (>60)"
"12","Florida","2014","15%","","253",,"Concentration: (not-detected)"
"12","Florida","2015","85%","","1,366",,"Concentration: (0-<=60)"
"12","Florida","2015","5%","","85",,"Concentration: (>60)"
"12","Florida","2015","9%","","151",,"Concentration: (not-detected)"
"12","Florida","2016","87%","","886",,"Concentration: (0-<=60)"
"12","Florida","2016","4%","","37",,"Concentration: (>60)"
"12","Florida","2016","9%","","90",,"Concentration: (not-detected)"
"12","Florida","2017","86%","","792",,"Concentration: (0-<=60)"
"12","Florida","2017","6%","","53",,"Concentration: (>60)"
"12","Florida","2017","8%","","76",,"Concentration: (not-detected)"
"12","Florida","2018","80%","","1,254",,"Concentration: (0-<=60)"
"12","Florida","2018","4%","","58",,"Concentration: (>60)"
"12","Florida","2018","17%","","260",,"Concentration: (not-detected)"
"12","Florida","2019","83%","","771",,"Concentration: (0-<=60)"
"12","Florida","2019","8%","","74",,"Concentration: (>60)"
"12","Florida","2019","9%","","84",,"Concentration: (not-detected)"
"12","Florida","2020","84%","","764",,"Concentration: (0-<=60)"
"12","Florida","2020","4%","","40",,"Concentration: (>60)"
"12","Florida","2020","12%","","107",,"Concentration: (not-detected)"
"12","Florida","2021","82%","","1,275",,"Concentration: (0-<=60)"
"12","Florida","2021","3%","","52",,"Concentration: (>60)"
"12","Florida","2021","14%","","223",,"Concentration: (not-detected)"
"12","Florida","2022","86%","","809",,"Concentration: (0-<=60)"
"12","Florida","2022","4%","","41",,"Concentration: (>60)"
"12","Florida","2022","10%","","95",,"Concentration: (not-detected)"
"12","Florida","2023","89%","","807",,"Concentration: (0-<=60)"
"12","Florida","2023","4%","","34",,"Concentration: (>60)"
"12","Florida","2023","8%","","70",,"Concentration: (not-detected)"
"18","Indiana","2022","86%","","479",,"Concentration: (0-<=60)"
"18","Indiana","2022","2%","","13",,"Concentration: (>60)"
"18","Indiana","2022","11%","","62",,"Concentration: (not-detected)"
"18","Indiana","2023","87%","","482",,"Concentration: (0-<=60)"
"18","Indiana","2023","4%","","23",,"Concentration: (>60)"
"18","Indiana","2023","9%","","51",,"Concentration: (not-detected)"
"19","Iowa","1999","100%","","15",,"Concentration: (0-<=60)"
"19","Iowa","1999","0%","","0",,"Concentration: (>60)"
"19","Iowa","1999","0%","","0",,"Concentration: (not-detected)"
"19","Iowa","2000","71%","","12",,"Concentration: (0-<=60)"
"19","Iowa","2000","18%","","3",,"Concentration: (>60)"
"19","Iowa","2000","12%","","2",,"Concentration: (not-detected)"
"19","Iowa","2001","81%","","13",,"Concentration: (0-<=60)"
"19","Iowa","2001","19%","","3",,"Concentration: (>60)"
"19","Iowa","2001","0%","","0",,"Concentration: (not-detected)"
"19","Iowa","2002","81%","","30",,"Concentration: (0-<=60)"
"19","Iowa","2002","16%","","6",,"Concentration: (>60)"
"19","Iowa","2002","3%","","1",,"Concentration: (not-detected)"
"19","Iowa","2003","81%","","39",,"Concentration: (0-<=60)"
"19","Iowa","2003","15%","","7",,"Concentration: (>60)"
"19","Iowa","2003","4%","","2",,"Concentration: (not-detected)"
"19","Iowa","2004","35%","","321",,"Concentration: (0-<=60)"
"19","Iowa","2004","2%","","19",,"Concentration: (>60)"
"19","Iowa","2004","63%","","567",,"Concentration: (not-detected)"
"19","Iowa","2005","65%","","237",,"Concentration: (0-<=60)"
"19","Iowa","2005","4%","","15",,"Concentration: (>60)"
"19","Iowa","2005","31%","","115",,"Concentration: (not-detected)"
"19","Iowa","2006","64%","","202",,"Concentration: (0-<=60)"
"19","Iowa","2006","3%","","9",,"Concentration: (>60)"
"19","Iowa","2006","33%","","105",,"Concentration: (not-detected)"
"19","Iowa","2007","38%","","290",,"Concentration: (0-<=60)"
"19","Iowa","2007","2%","","13",,"Concentration: (>60)"
"19","Iowa","2007","61%","","467",,"Concentration: (not-detected)"
"19","Iowa","2008","58%","","235",,"Concentration: (0-<=60)"
"19","Iowa","2008","3%","","13",,"Concentration: (>60)"
"19","Iowa","2008","38%","","155",,"Concentration: (not-detected)"
"19","Iowa","2009","69%","","207",,"Concentration: (0-<=60)"
"19","Iowa","2009","4%","","13",,"Concentration: (>60)"
"19","Iowa","2009","26%","","78",,"Concentration: (not-detected)"
"19","Iowa","2010","39%","","278",,"Concentration: (0-<=60)"
"19","Iowa","2010","2%","","15",,"Concentration: (>60)"
"19","Iowa","2010","59%","","418",,"Concentration: (not-detected)"
"19","Iowa","2011","59%","","236",,"Concentration: (0-<=60)"
"19","Iowa","2011","3%","","13",,"Concentration: (>60)"
"19","Iowa","2011","38%","","153",,"Concentration: (not-detected)"
"19","Iowa","2012","71%","","211",,"Concentration: (0-<=60)"
"19","Iowa","2012","4%","","11",,"Concentration: (>60)"
"19","Iowa","2012","26%","","77",,"Concentration: (not-detected)"
"19","Iowa","2013","45%","","363",,"Concentration: (0-<=60)"
"19","Iowa","2013","1%","","4",,"Concentration: (>60)"
"19","Iowa","2013","54%","","437",,"Concentration: (not-detected)"
"19","Iowa","2014","49%","","329",,"Concentration: (0-<=60)"
"19","Iowa","2014","2%","","13",,"Concentration: (>60)"
"19","Iowa","2014","49%","","325",,"Concentration: (not-detected)"
"19","Iowa","2015","53%","","322",,"Concentration: (0-<=60)"
"19","Iowa","2015","3%","","19",,"Concentration: (>60)"
"19","Iowa","2015","44%","","267",,"Concentration: (not-detected)"
"19","Iowa","2016","49%","","395",,"Concentration: (0-<=60)"
"19","Iowa","2016","1%","","11",,"Concentration: (>60)"
"19","Iowa","2016","49%","","393",,"Concentration: (not-detected)"
"19","Iowa","2017","53%","","356",,"Concentration: (0-<=60)"
"19","Iowa","2017","3%","","18",,"Concentration: (>60)"
"19","Iowa","2017","44%","","292",,"Concentration: (not-detected)"
"19","Iowa","2018","57%","","345",,"Concentration: (0-<=60)"
"19","Iowa","2018","1%","","9",,"Concentration: (>60)"
"19","Iowa","2018","42%","","254",,"Concentration: (not-detected)"
"19","Iowa","2019","49%","","376",,"Concentration: (0-<=60)"
"19","Iowa","2019","1%","","9",,"Concentration: (>60)"
"19","Iowa","2019","50%","","384",,"Concentration: (not-detected)"
"19","Iowa","2020","55%","","375",,"Concentration: (0-<=60)"
"19","Iowa","2020","0%","","1",,"Concentration: (>60)"
"19","Iowa","2020","45%","","309",,"Concentration: (not-detected)"
"19","Iowa","2021","62%","","381",,"Concentration: (0-<=60)"
"19","Iowa","2021","1%","","4",,"Concentration: (>60)"
"19","Iowa","2021","38%","","234",,"Concentration: (not-detected)"
"19","Iowa","2022","52%","","393",,"Concentration: (0-<=60)"
"19","Iowa","2022","1%","","5",,"Concentration: (>60)"
"19","Iowa","2022","48%","","361",,"Concentration: (not-detected)"
"19","Iowa","2023","49%","","333",,"Concentration: (0-<=60)"
"19","Iowa","2023","0%","","3",,"Concentration: (>60)"
"19","Iowa","2023","50%","","337",,"Concentration: (not-detected)"
"20","Kansas","2002","55%","","114",,"Concentration: (0-<=60)"
"20","Kansas","2002","33%","","67",,"Concentration: (>60)"
"20","Kansas","2002","12%","","25",,"Concentration: (not-detected)"
"20","Kansas","2003","47%","","101",,"Concentration: (0-<=60)"
"20","Kansas","2003","7%","","14",,"Concentration: (>60)"
"20","Kansas","2003","46%","","98",,"Concentration: (not-detected)"
"20","Kansas","2004","47%","","177",,"Concentration: (0-<=60)"
"20","Kansas","2004","21%","","79",,"Concentration: (>60)"
"20","Kansas","2004","31%","","117",,"Concentration: (not-detected)"
"20","Kansas","2005","56%","","193",,"Concentration: (0-<=60)"
"20","Kansas","2005","19%","","66",,"Concentration: (>60)"
"20","Kansas","2005","24%","","84",,"Concentration: (not-detected)"
"20","Kansas","2006","55%","","233",,"Concentration: (0-<=60)"
"20","Kansas","2006","14%","","60",,"Concentration: (>60)"
"20","Kansas","2006","31%","","129",,"Concentration: (not-detected)"
"20","Kansas","2007","56%","","233",,"Concentration: (0-<=60)"
"20","Kansas","2007","13%","","55",,"Concentration: (>60)"
"20","Kansas","2007","30%","","126",,"Concentration: (not-detected)"
"20","Kansas","2008","57%","","171",,"Concentration: (0-<=60)"
"20","Kansas","2008","14%","","42",,"Concentration: (>60)"
"20","Kansas","2008","29%","","86",,"Concentration: (not-detected)"
"20","Kansas","2009","51%","","164",,"Concentration: (0-<=60)"
"20","Kansas","2009","13%","","41",,"Concentration: (>60)"
"20","Kansas","2009","36%","","114",,"Concentration: (not-detected)"
"20","Kansas","2010","49%","","146",,"Concentration: (0-<=60)"
"20","Kansas","2010","9%","","28",,"Concentration: (>60)"
"20","Kansas","2010","41%","","122",,"Concentration: (not-detected)"
"20","Kansas","2011","65%","","182",,"Concentration: (0-<=60)"
"20","Kansas","2011","6%","","18",,"Concentration: (>60)"
"20","Kansas","2011","29%","","81",,"Concentration: (not-detected)"
"20","Kansas","2012","55%","","181",,"Concentration: (0-<=60)"
"20","Kansas","2012","8%","","26",,"Concentration: (>60)"
"20","Kansas","2012","38%","","125",,"Concentration: (not-detected)"
"20","Kansas","2013","59%","","237",,"Concentration: (0-<=60)"
"20","Kansas","2013","10%","","40",,"Concentration: (>60)"
"20","Kansas","2013","31%","","123",,"Concentration: (not-detected)"
"20","Kansas","2014","70%","","600",,"Concentration: (0-<=60)"
"20","Kansas","2014","9%","","76",,"Concentration: (>60)"
"20","Kansas","2014","21%","","177",,"Concentration: (not-detected)"
"20","Kansas","2015","69%","","437",,"Concentration: (0-<=60)"
