"StateFIPS","State","Year","Value","Data Comment",
"32","Nevada","2014","17.1%","",
"32","Nevada","2015","17.9%","",
"32","Nevada","2016","16.6%","",
"32","Nevada","2017","17.4%","",
"32","Nevada","2018","16.0%","",
"32","Nevada","2019","15.8%","",
"32","Nevada","2020","14.1%","",
"32","Nevada","2021","15.4%","",
"33","New Hampshire","2011","20.1%","",
"33","New Hampshire","2012","18.1%","",
"33","New Hampshire","2013","16.9%","",
"33","New Hampshire","2014","18.6%","",
"33","New Hampshire","2015","16.4%","",
"33","New Hampshire","2016","19.5%","",
"33","New Hampshire","2017","17.0%","",
"33","New Hampshire","2018","16.7%","",
"33","New Hampshire","2019","17.0%","",
"33","New Hampshire","2020","14.5%","",
"33","New Hampshire","2021","12.5%","",
"34","New Jersey","2011","17.0%","",
"34","New Jersey","2012","17.8%","",
"34","New Jersey","2013","15.9%","",
"34","New Jersey","2014","15.4%","",
"34","New Jersey","2015","13.9%","",
"34","New Jersey","2016","14.0%","",
"34","New Jersey","2017","14.0%","",
"34","New Jersey","2018","13.3%","",
"34","New Jersey","2019","Data Not Collected","",
"34","New Jersey","2020","11.0%","",
"34","New Jersey","2021","10.8%","",
"35","New Mexico","2011","21.8%","",
"35","New Mexico","2012","19.8%","",
"35","New Mexico","2013","19.4%","",
"35","New Mexico","2014","19.7%","",
"35","New Mexico","2015","17.9%","",
"35","New Mexico","2016","17.2%","",
"35","New Mexico","2017","17.9%","",
"35","New Mexico","2018","15.5%","",
"35","New Mexico","2019","16.7%","",
"35","New Mexico","2020","16.7%","",
"35","New Mexico","2021","13.8%","",
"36","New York","2011","18.3%","",
"36","New York","2012","16.4%","",
"36","New York","2013","17.0%","",
"36","New York","2014","14.6%","",
"36","New York","2015","15.5%","",
"36","New York","2016","14.4%","",
"36","New York","2017","14.3%","",
"36","New York","2018","13.1%","",
"36","New York","2019","13.0%","",
"36","New York","2020","12.2%","",
"36","New York","2021","12.3%","",
"37","North Carolina","2011","21.9%","",
"37","North Carolina","2012","21.2%","",
"37","North Carolina","2013","20.5%","",
"37","North Carolina","2014","19.4%","",
"37","North Carolina","2015","19.4%","",
"37","North Carolina","2016","18.3%","",
"37","North Carolina","2017","17.4%","",
"37","North Carolina","2018","17.8%","",
"37","North Carolina","2019","19.0%","",
"37","North Carolina","2020","16.8%","",
"37","North Carolina","2021","14.8%","",
"38","North Dakota","2011","22.5%","",
"38","North Dakota","2012","21.9%","",
"38","North Dakota","2013","21.7%","",
"38","North Dakota","2014","20.3%","",
"38","North Dakota","2015","19.1%","",
"38","North Dakota","2016","20.1%","",
"38","North Dakota","2017","18.5%","",
"38","North Dakota","2018","19.6%","",
"38","North Dakota","2019","17.4%","",
"38","North Dakota","2020","17.8%","",
"38","North Dakota","2021","15.5%","",
"39","Ohio","2011","25.6%","",
"39","Ohio","2012","23.8%","",
"39","Ohio","2013","24.1%","",
"39","Ohio","2014","21.7%","",
"39","Ohio","2015","22.3%","",
"39","Ohio","2016","23.2%","",
"39","Ohio","2017","21.8%","",
"39","Ohio","2018","21.2%","",
"39","Ohio","2019","21.4%","",
"39","Ohio","2020","19.9%","",
"39","Ohio","2021","18.5%","",
"40","Oklahoma","2011","26.4%","",
"40","Oklahoma","2012","23.7%","",
"40","Oklahoma","2013","24.2%","",
"40","Oklahoma","2014","21.5%","",
"40","Oklahoma","2015","22.6%","",
"40","Oklahoma","2016","20.1%","",
"40","Oklahoma","2017","20.7%","",
"40","Oklahoma","2018","20.0%","",
"40","Oklahoma","2019","19.2%","",
"40","Oklahoma","2020","19.4%","",
"40","Oklahoma","2021","17.1%","",
"41","Oregon","2011","20.2%","",
"41","Oregon","2012","18.2%","",
"41","Oregon","2013","17.7%","",
"41","Oregon","2014","17.5%","",
"41","Oregon","2015","17.6%","",
"41","Oregon","2016","16.6%","",
"41","Oregon","2017","16.6%","",
"41","Oregon","2018","16.1%","",
"41","Oregon","2019","14.9%","",
"41","Oregon","2020","13.6%","",
"41","Oregon","2021","12.7%","",
"42","Pennsylvania","2011","23.3%","",
"42","Pennsylvania","2012","22.5%","",
"42","Pennsylvania","2013","21.8%","",
"42","Pennsylvania","2014","20.7%","",
"42","Pennsylvania","2015","18.8%","",
"42","Pennsylvania","2016","18.6%","",
"42","Pennsylvania","2017","19.5%","",
"42","Pennsylvania","2018","17.7%","",
"42","Pennsylvania","2019","17.8%","",
"42","Pennsylvania","2020","16.4%","",
"42","Pennsylvania","2021","14.8%","",
"44","Rhode Island","2011","20.4%","",
"44","Rhode Island","2012","17.9%","",
"44","Rhode Island","2013","18.1%","",
"44","Rhode Island","2014","16.8%","",
"44","Rhode Island","2015","15.9%","",
"44","Rhode Island","2016","14.6%","",
"44","Rhode Island","2017","15.4%","",
"44","Rhode Island","2018","15.1%","",
"44","Rhode Island","2019","13.6%","",
"44","Rhode Island","2020","13.7%","",
"44","Rhode Island","2021","12.6%","",
"45","South Carolina","2011","23.7%","",
"45","South Carolina","2012","23.1%","",
"45","South Carolina","2013","22.6%","",
"45","South Carolina","2014","22.2%","",
"45","South Carolina","2015","20.3%","",
"45","South Carolina","2016","20.6%","",
"45","South Carolina","2017","19.5%","",
"45","South Carolina","2018","18.6%","",
"45","South Carolina","2019","18.2%","",
"45","South Carolina","2020","18.7%","",
"45","South Carolina","2021","15.9%","",
"46","South Dakota","2011","24.0%","",
"46","South Dakota","2012","22.7%","",
"46","South Dakota","2013","20.4%","",
"46","South Dakota","2014","19.1%","",
"46","South Dakota","2015","20.9%","",
"46","South Dakota","2016","18.8%","",
"46","South Dakota","2017","20.2%","",
"46","South Dakota","2018","19.9%","",
"46","South Dakota","2019","19.0%","",
"46","South Dakota","2020","18.6%","",
"46","South Dakota","2021","16.0%","",
"47","Tennessee","2011","23.3%","",
"47","Tennessee","2012","25.2%","",
"47","Tennessee","2013","24.6%","",
"47","Tennessee","2014","24.8%","",
"47","Tennessee","2015","22.1%","",
"47","Tennessee","2016","22.3%","",
"47","Tennessee","2017","23.1%","",
"47","Tennessee","2018","20.8%","",
"47","Tennessee","2019","20.4%","",
"47","Tennessee","2020","19.6%","",
"47","Tennessee","2021","19.9%","",
"48","Texas","2011","19.0%","",
"48","Texas","2012","18.0%","",
"48","Texas","2013","15.8%","",
"48","Texas","2014","14.5%","",
"48","Texas","2015","15.2%","",
"48","Texas","2016","14.2%","",
"48","Texas","2017","15.8%","",
"48","Texas","2018","14.3%","",
"48","Texas","2019","14.7%","",
"48","Texas","2020","13.2%","",
"48","Texas","2021","13.1%","",
"49","Utah","2011","11.5%","",
"49","Utah","2012","10.3%","",
"49","Utah","2013","10.1%","",
"49","Utah","2014","9.5%","",
"49","Utah","2015","9.0%","",
"49","Utah","2016","8.7%","",
"49","Utah","2017","8.8%","",
"49","Utah","2018","9.0%","",
"49","Utah","2019","7.9%","",
"49","Utah","2020","8.2%","",
"49","Utah","2021","7.2%","",
"50","Vermont","2011","20.2%","",
"50","Vermont","2012","17.3%","",
"50","Vermont","2013","17.5%","",
"50","Vermont","2014","17.8%","",
"50","Vermont","2015","16.7%","",
"50","Vermont","2016","18.2%","",
"50","Vermont","2017","16.9%","",
"50","Vermont","2018","14.3%","",
"50","Vermont","2019","16.0%","",
"50","Vermont","2020","14.1%","",
"50","Vermont","2021","15.6%","",
"51","Virginia","2011","21.0%","",
"51","Virginia","2012","18.9%","",
"51","Virginia","2013","19.1%","",
"51","Virginia","2014","19.9%","",
"51","Virginia","2015","16.8%","",
"51","Virginia","2016","15.4%","",
"51","Virginia","2017","16.6%","",
"51","Virginia","2018","15.1%","",
"51","Virginia","2019","14.1%","",
"51","Virginia","2020","13.8%","",
"51","Virginia","2021","12.6%","",
"53","Washington","2011","17.6%","",
"53","Washington","2012","17.3%","",
"53","Washington","2013","16.2%","",
"53","Washington","2014","15.5%","",
"53","Washington","2015","15.1%","",
"53","Washington","2016","14.3%","",
"53","Washington","2017","13.8%","",
"53","Washington","2018","12.2%","",
"53","Washington","2019","12.9%","",
"53","Washington","2020","11.7%","",
"53","Washington","2021","10.8%","",
"54","West Virginia","2011","30.3%","",
"54","West Virginia","2012","29.8%","",
"54","West Virginia","2013","28.8%","",
"54","West Virginia","2014","28.1%","",
"54","West Virginia","2015","27.2%","",
"54","West Virginia","2016","26.2%","",
"54","West Virginia","2017","28.0%","",
"54","West Virginia","2018","26.8%","",
"54","West Virginia","2019","25.4%","",
"54","West Virginia","2020","23.6%","",
"54","West Virginia","2021","23.6%","",
"55","Wisconsin","2011","21.3%","",
"55","Wisconsin","2012","20.7%","",
"55","Wisconsin","2013","19.2%","",
"55","Wisconsin","2014","17.8%","",
"55","Wisconsin","2015","17.7%","",
"55","Wisconsin","2016","17.5%","",
"55","Wisconsin","2017","16.4%","",
"55","Wisconsin","2018","16.8%","",
"55","Wisconsin","2019","16.0%","",
"55","Wisconsin","2020","15.8%","",
"55","Wisconsin","2021","13.6%","",
"56","Wyoming","2011","23.2%","",
"56","Wyoming","2012","22.5%","",
"56","Wyoming","2013","21.0%","",
"56","Wyoming","2014","19.9%","",
"56","Wyoming","2015","19.5%","",
"56","Wyoming","2016","19.6%","",
"56","Wyoming","2017","19.3%","",
"56","Wyoming","2018","19.4%","",
"56","Wyoming","2019","19.0%","",
"56","Wyoming","2020","19.3%","",
"56","Wyoming","2021","17.0%","",
"66","Guam","2011","29.3%","",
"66","Guam","2012","24.6%","",
"66","Guam","2013","25.8%","",
"66","Guam","2014","27.8%","",
"66","Guam","2015","25.9%","",
"66","Guam","2016","24.2%","",
"66","Guam","2017","25.2%","",
"66","Guam","2018","21.6%","",
"66","Guam","2019","22.5%","",
"66","Guam","2020","19.6%","",
"66","Guam","2021","19.5%","",
"72","Puerto Rico","2011","14.7%","",
"72","Puerto Rico","2012","12.9%","",
"72","Puerto Rico","2013","11.1%","",
"72","Puerto Rico","2014","11.6%","",
"72","Puerto Rico","2015","11.1%","",
"72","Puerto Rico","2016","10.9%","",
"72","Puerto Rico","2017","11.8%","",
"72","Puerto Rico","2018","10.3%","",
"72","Puerto Rico","2019","10.0%","",
"72","Puerto Rico","2020","10.3%","",
"72","Puerto Rico","2021","9.4%","",
"78","Virgin Islands of the US","2011","Data Not Collected","",
"78","Virgin Islands of the US","2012","Data Not Collected","",
"78","Virgin Islands of the US","2013","Data Not Collected","",
"78","Virgin Islands of the US","2014","Data Not Collected","",
"78","Virgin Islands of the US","2015","Data Not Collected","",
"78","Virgin Islands of the US","2016","6.2%","",
"78","Virgin Islands of the US","2017","Data Not Collected","",
"78","Virgin Islands of the US","2018","Data Not Collected","",
"78","Virgin Islands of the US","2019","Data Not Collected","",
"78","Virgin Islands of the US","2020","Data Not Collected","",
"78","Virgin Islands of the US","2021","","",
