"StateFIPS","State","Year","Value","Data Comment",
"24","Maryland","2017","353,922","",
"24","Maryland","2018","346,367","",
"24","Maryland","2019","345,782","",
"24","Maryland","2020","329,104","",
"25","Massachusetts","2014","208,262","",
"25","Massachusetts","2015","180,139","",
"25","Massachusetts","2016","165,417","",
"25","Massachusetts","2017","182,389","",
"25","Massachusetts","2018","182,533","",
"25","Massachusetts","2019","195,726","",
"25","Massachusetts","2020","174,212","",
"26","Michigan","2014","827,968","",
"26","Michigan","2015","590,197","",
"26","Michigan","2016","519,190","",
"26","Michigan","2017","496,654","",
"26","Michigan","2018","526,541","",
"26","Michigan","2019","564,804","",
"26","Michigan","2020","509,720","",
"27","Minnesota","2014","308,991","",
"27","Minnesota","2015","237,981","",
"27","Minnesota","2016","220,535","",
"27","Minnesota","2017","235,543","",
"27","Minnesota","2018","238,150","",
"27","Minnesota","2019","268,829","",
"27","Minnesota","2020","274,124","",
"28","Mississippi","2014","424,433","",
"28","Mississippi","2015","365,919","",
"28","Mississippi","2016","342,668","",
"28","Mississippi","2017","352,306","",
"28","Mississippi","2018","349,341","",
"28","Mississippi","2019","369,501","",
"28","Mississippi","2020","326,518","",
"29","Missouri","2014","682,388","",
"29","Missouri","2015","574,373","",
"29","Missouri","2016","526,350","",
"29","Missouri","2017","541,217","",
"29","Missouri","2018","562,414","",
"29","Missouri","2019","589,071","",
"29","Missouri","2020","597,591","",
"30","Montana","2014","139,768","",
"30","Montana","2015","118,357","",
"30","Montana","2016","84,231","",
"30","Montana","2017","87,780","",
"30","Montana","2018","86,396","",
"30","Montana","2019","86,203","",
"30","Montana","2020","91,998","",
"31","Nebraska","2014","173,309","",
"31","Nebraska","2015","148,165","",
"31","Nebraska","2016","153,934","",
"31","Nebraska","2017","152,068","",
"31","Nebraska","2018","149,728","",
"31","Nebraska","2019","150,342","",
"31","Nebraska","2020","149,628","",
"32","Nevada","2014","416,208","",
"32","Nevada","2015","341,952","",
"32","Nevada","2016","323,527","",
"32","Nevada","2017","327,604","",
"32","Nevada","2018","326,024","",
"32","Nevada","2019","342,719","",
"32","Nevada","2020","357,885","",
"33","New Hampshire","2014","118,870","",
"33","New Hampshire","2015","84,026","",
"33","New Hampshire","2016","78,021","",
"33","New Hampshire","2017","75,492","",
"33","New Hampshire","2018","76,244","",
"33","New Hampshire","2019","82,733","",
"33","New Hampshire","2020","84,302","",
"34","New Jersey","2014","940,315","",
"34","New Jersey","2015","745,867","",
"34","New Jersey","2016","681,347","",
"34","New Jersey","2017","668,596","",
"34","New Jersey","2018","642,184","",
"34","New Jersey","2019","675,782","",
"34","New Jersey","2020","633,528","",
"35","New Mexico","2014","295,204","",
"35","New Mexico","2015","225,491","",
"35","New Mexico","2016","189,965","",
"35","New Mexico","2017","186,717","",
"35","New Mexico","2018","194,630","",
"35","New Mexico","2019","202,767","",
"35","New Mexico","2020","199,846","",
"36","New York","2014","1,654,986","",
"36","New York","2015","1,351,396","",
"36","New York","2016","1,151,995","",
"36","New York","2017","1,079,651","",
"36","New York","2018","1,007,242","",
"36","New York","2019","973,636","",
"36","New York","2020","949,729","",
"37","North Carolina","2014","1,254,138","",
"37","North Carolina","2015","1,080,102","",
"37","North Carolina","2016","1,023,107","",
"37","North Carolina","2017","1,063,335","",
"37","North Carolina","2018","1,076,670","",
"37","North Carolina","2019","1,139,623","",
"37","North Carolina","2020","1,078,903","",
"38","North Dakota","2014","57,168","",
"38","North Dakota","2015","54,797","",
"38","North Dakota","2016","47,683","",
"38","North Dakota","2017","53,542","",
"38","North Dakota","2018","50,455","",
"38","North Dakota","2019","45,186","",
"38","North Dakota","2020","51,605","",
"39","Ohio","2014","947,102","",
"39","Ohio","2015","735,492","",
"39","Ohio","2016","632,536","",
"39","Ohio","2017","671,470","",
"39","Ohio","2018","729,559","",
"39","Ohio","2019","741,409","",
"39","Ohio","2020","752,347","",
"40","Oklahoma","2014","576,768","",
"40","Oklahoma","2015","522,022","",
"40","Oklahoma","2016","517,631","",
"40","Oklahoma","2017","533,903","",
"40","Oklahoma","2018","536,856","",
"40","Oklahoma","2019","540,944","",
"40","Oklahoma","2020","588,744","",
"41","Oregon","2014","378,857","",
"41","Oregon","2015","278,293","",
"41","Oregon","2016","248,573","",
"41","Oregon","2017","277,244","",
"41","Oregon","2018","285,855","",
"41","Oregon","2019","291,036","",
"41","Oregon","2020","271,867","",
"42","Pennsylvania","2014","1,047,882","",
"42","Pennsylvania","2015","786,343","",
"42","Pennsylvania","2016","691,654","",
"42","Pennsylvania","2017","674,739","",
"42","Pennsylvania","2018","681,152","",
"42","Pennsylvania","2019","702,689","",
"42","Pennsylvania","2020","771,230","",
"44","Rhode Island","2014","74,089","",
"44","Rhode Island","2015","56,939","",
"44","Rhode Island","2016","43,275","",
"44","Rhode Island","2017","46,220","",
"44","Rhode Island","2018","40,378","",
"44","Rhode Island","2019","41,789","",
"44","Rhode Island","2020","38,101","",
"45","South Carolina","2014","635,365","",
"45","South Carolina","2015","517,674","",
"45","South Carolina","2016","484,799","",
"45","South Carolina","2017","528,726","",
"45","South Carolina","2018","515,001","",
"45","South Carolina","2019","540,230","",
"45","South Carolina","2020","521,660","",
"46","South Dakota","2014","81,569","",
"46","South Dakota","2015","82,558","",
"46","South Dakota","2016","73,089","",
"46","South Dakota","2017","76,049","",
"46","South Dakota","2018","80,090","",
"46","South Dakota","2019","85,613","",
"46","South Dakota","2020","82,995","",
"47","Tennessee","2014","765,026","",
"47","Tennessee","2015","656,235","",
"47","Tennessee","2016","581,927","",
"47","Tennessee","2017","621,332","",
"47","Tennessee","2018","662,260","",
"47","Tennessee","2019","669,850","",
"47","Tennessee","2020","674,659","",
"48","Texas","2014","4,976,322","",
"48","Texas","2015","4,536,765","",
"48","Texas","2016","4,444,791","",
"48","Texas","2017","4,704,625","",
"48","Texas","2018","4,883,741","",
"48","Texas","2019","5,114,881","",
"48","Texas","2020","4,939,035","",
"49","Utah","2014","360,274","",
"49","Utah","2015","306,968","",
"49","Utah","2016","259,941","",
"49","Utah","2017","273,905","",
"49","Utah","2018","288,573","",
"49","Utah","2019","298,395","",
"49","Utah","2020","275,403","",
"50","Vermont","2014","30,387","",
"50","Vermont","2015","23,229","",
"50","Vermont","2016","23,063","",
"50","Vermont","2017","26,857","",
"50","Vermont","2018","23,522","",
"50","Vermont","2019","27,121","",
"50","Vermont","2020","23,358","",
"51","Virginia","2014","863,567","",
"51","Virginia","2015","722,551","",
"51","Virginia","2016","692,343","",
"51","Virginia","2017","709,136","",
"51","Virginia","2018","705,225","",
"51","Virginia","2019","640,265","",
"51","Virginia","2020","595,215","",
"53","Washington","2014","630,600","",
"53","Washington","2015","459,596","",
"53","Washington","2016","420,125","",
"53","Washington","2017","438,678","",
"53","Washington","2018","469,557","",
"53","Washington","2019","487,573","",
"53","Washington","2020","473,502","",
"54","West Virginia","2014","156,077","",
"54","West Virginia","2015","106,941","",
"54","West Virginia","2016","94,163","",
"54","West Virginia","2017","106,784","",
"54","West Virginia","2018","109,457","",
"54","West Virginia","2019","112,089","",
"54","West Virginia","2020","115,342","",
"55","Wisconsin","2014","407,618","",
"55","Wisconsin","2015","314,933","",
"55","Wisconsin","2016","297,297","",
"55","Wisconsin","2017","303,172","",
"55","Wisconsin","2018","306,773","",
"55","Wisconsin","2019","320,719","",
"55","Wisconsin","2020","319,289","",
"56","Wyoming","2014","69,582","",
"56","Wyoming","2015","65,487","",
"56","Wyoming","2016","65,310","",
"56","Wyoming","2017","67,560","",
"56","Wyoming","2018","58,689","",
"56","Wyoming","2019","69,044","",
"56","Wyoming","2020","66,149","",
